what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523325723245
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1523325727026
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1523325727336
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1523325730246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523325731866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523325732696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1523325739387
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1523325749308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325752918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325755948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325759309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325767369
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523325768109
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1523325769820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1523325772800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523325773950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1523325774790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523325775440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1523325782551
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523325788681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325795562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325807813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1523325822635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523325824345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325837256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325864311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325865671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325866491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325866801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325883553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325909585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325916946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325917456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325966681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325967351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325968691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325969061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325970581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325970991
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325972922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325973302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523325977022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1523325991713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523325992943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1523325995704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1523325998704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523326002504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1523326006115
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523326007755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523326084124
