what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1523317248234
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523317249444
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523317251604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523317253504
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523317258645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523317271046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523317272806
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523317278977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1523317286867
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523317288008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523317293488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1523317303289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1523317316271
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1523317319771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523317320051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523317328032
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1523317336612
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1523317336632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523317342023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523317346966
error,log,,,"Source locator does not exist: com.altera.sbt4e.launch.sourceLocator",1523317347026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523317347036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523317349507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523317352567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523317384190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523317391380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523317401081
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1523317406762
