what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1524022822252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022822572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022826165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022826995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022827786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022829927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022844358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022844428
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1524022854857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022855148
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1524022855148
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1524022863555
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1524022875252
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1524022876163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022876613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022912095
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1524022914695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022921052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022923662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022925803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022940986
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1524022943108
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1524022944137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022946260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022959578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022962371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022989505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022990675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524022991759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1524023003773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1524023006236
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1524023009040
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1524023009600
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1524023011783
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1524023011983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1524023021825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1524023025505
