what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523569382933
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523569402125
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523569457754
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523569461144
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523569467805
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523569493739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523569651517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523569651817
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1523569653047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523569654658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523569662119
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1523569696042
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523569696052
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1523569696062
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1523569697292
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523569697302
closed,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1523569697322
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1523569701533
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523569751450
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1523569766102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523569766552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523569789538
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1523569791428
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523569796838
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1523569796848
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523569796968
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523569797118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523569813001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523569814071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1523569827802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523569830043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523569841364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523569842014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523569842454
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523569842984
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523569843074
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523569844765
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523569858697
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523569860067
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523569863858
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1523569865308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523569865658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523569880789
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523569893180
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1523569893480
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523569901233
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1523569917575
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523569925220
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523569932001
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1523569939912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1523569943463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1523569944913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1523569952274
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1523569953784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523569954134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570058498
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570061958
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523570066608
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1523570066898
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523570074624
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570075994
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570077375
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1523570104858
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1523570110809
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1523570111769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1523570114160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1523570117930
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1523570120271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570120641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570131542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570144153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570146013
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1523570147613
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1523570150414
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1523570154204
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1523570155274
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523570157444
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1523570157664
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1523570157704
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523570172754
closed,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1523570172784
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570180695
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1523570229072
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570237894
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1523570238234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570238874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570252704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570258164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570267918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570278246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570286218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1523570335974
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1523570349486
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570351346
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1523570358727
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1523570359387
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1523570365398
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1523570368298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570368678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570382060
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523570390821
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1523570391071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570392191
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523570398886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570439631
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570470414
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570482425
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570517700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570523630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570548444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570557395
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1523570557425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570580121
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1523570580141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570607334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570608174
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570608184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570608824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570676429
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1523570676449
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570681879
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570681989
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1523570693480
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570693660
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570693740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570696381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570737570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570754782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570754912
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570756772
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1523570776195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570776565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570784735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570796707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570798697
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1523570799937
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1523570801857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570802147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570815088
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523570824749
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1523570825009
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523570832842
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570840113
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1523570849204
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1523570850634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570850994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570863735
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523570872846
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1523570873146
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523570880926
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523570884716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1523570888027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1523570891347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523570892027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1523570892057
