what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1523584319802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584327443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584329733
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523584329833
closed,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1523584329863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1523584334363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1523584338501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584342621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584352122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584357352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584358953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1523584363213
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1523584365843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584366143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584380332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584383452
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523584387731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584387991
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1523584387991
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523584395816
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523584406206
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523584415641
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523584417264
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523584420111
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523584431383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584445245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584448055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584448259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584479896
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523584489303
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1523584489563
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523584497228
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523584507494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1523584511537
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1523584513208
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584513568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584527244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584528364
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523584532862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584533122
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1523584533122
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523584540910
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523584585469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584605254
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523584605741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523584606041
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1523584606043
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523584611027
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1523584611317
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=0x430f0] return code: 8",1523584614949
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523584615059
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1523584615259
